cod_elec,type_elec,date_elec,id_candidacies,abbrev_candidacies,name_candidacies,cod_candidacies_prov,cod_candidacies_ccaa,cod_candidacies_nat
03,senate,1993-06-06,000035,PRB,PARTIDO RADICAL BALEAR,000035,000035,000035
03,senate,1993-06-06,000036,UA,UNIDAD ALAVESA,000036,000036,000036
03,senate,1993-06-06,000037,ACI,A.C.I. PANTERAS GRISES DE ESPAÑA,000037,000037,000037
03,senate,1993-06-06,000038,PCPC,PARTIDO COMUNISTA DEL PUEBLO CANARIO,000038,000038,000007
03,senate,1993-06-06,000039,IUC,IZQUIERDA UNIDA CANARIA,000039,000039,000004
03,senate,1993-06-06,000040,P. TAGOROR,PARTIDO TAGOROR,000040,000040,000040
03,senate,1993-06-06,000042,PRC,PARTIDO REGIONALISTA DE CANTABRIA,000042,000042,000042
03,senate,1993-06-06,000043,PNC,PARTIDO NACIONALISTA CANTABRO,000043,000043,000043
03,senate,1993-06-06,000044,ATF,ASAMBLEA TINERFEÑA,000044,000044,000044
03,senate,1993-06-06,000045,UPCA,UNION PARA EL PROGRESO DE CANTABRIA,000045,000045,000045
03,senate,1993-06-06,000046,URCL,UNIDAD REGIONALISTA DE CASTILLA Y LEON,000046,000046,000046
03,senate,1993-06-06,000047,PGC,PARTIDO DE GRAN CANARIA,000047,000047,000047
03,senate,1993-06-06,000048,VERDES,LOS VERDES,000048,000048,000048
03,senate,1993-06-06,000049,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA,000049,000049,000049
03,senate,1993-06-06,000050,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON,000050,000050,000050
03,senate,1993-06-06,000051,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,000051,000051,000051
03,senate,1993-06-06,000052,AIGRANC,PARTIDO AGRUPACION INSULAR DE GRAN CANARIA,000052,000052,000052
03,senate,1993-06-06,000053,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,000053,000053,000001
03,senate,1993-06-06,000054,EV,ELS VERDS,000054,000123,000048
03,senate,1993-06-06,000055,CIU,CONVERGENCIA I UNIO,000055,000055,000055
03,senate,1993-06-06,000056,ENV,ESQUERRA NACIONALISTA VALENCIANA,000056,000056,000056
03,senate,1993-06-06,000057,ARCOIRIS,ARCOIRIS,000057,000057,000057
03,senate,1993-06-06,000058,SEES,SALUD Y ECOLOGIA EN SOLIDARIDAD,000058,000058,000058
03,senate,1993-06-06,000059,IC,INICIATIVA PER CATALUNYA,000059,000059,000004
03,senate,1993-06-06,000060,OS,OCTUBRE SOCIALISTA,000060,000060,000060
03,senate,1993-06-06,000061,PEC-VERDE,PARTIT ECOLOGISTA DE CATALUNYA,000061,000061,000061
03,senate,1993-06-06,000062,ERC,ESQUERRA REPUBLICANA DE CATALUNYA,000062,000062,000062
03,senate,1993-06-06,000063,E U,EXTREMADURA UNIDA,000063,000063,000063
03,senate,1993-06-06,000064,FREIXES,GRUPO INDEPENDIENTE FREIXES,000064,000064,000064
03,senate,1993-06-06,000066,PSF,PARTIDO SOCIALISTA FEDERAL,000066,000066,000066
03,senate,1993-06-06,000067,BNG,BLOQUE NACIONALISTA GALEGO,000067,000067,000067
03,senate,1993-06-06,000068,PS G/PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-P.S.O.E.,000068,000068,000001
03,senate,1993-06-06,000069,FE (I),FALANGE ESPAÑOLA INDEPENDIENTE,000069,000069,000069
03,senate,1993-06-06,000070,PRIM,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO,000070,000070,000070
03,senate,1993-06-06,000071,PADP,PARTIDO AZUL DE DERECHA PROGRESISTA,000071,000071,000071
03,senate,1993-06-06,000072,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO,000072,000072,000072
03,senate,1993-06-06,000073,FE (A),FALANGE ESPAÑOLA AUTENTICA,000073,000073,000073
03,senate,1993-06-06,000075,PITRCG,PART. POLITICO INDEPENDIENTE TOLERANTE REFERENDATA,000075,000075,000075
03,senate,1993-06-06,000076,CNG,CONVERXENCIA NACIONALISTA GALEGA,000076,000076,000076
03,senate,1993-06-06,000077,HB,HERRI BATASUNA,000077,000077,000077
03,senate,1993-06-06,000078,AG,ALTERNATIVA GALEGA,000078,000078,000078
03,senate,1993-06-06,000079,IU,ESQUERRA UNIDA DE LES ILLES,000079,000079,000004
03,senate,1993-06-06,000080,PAP,PARTIDO ANDALUZ DE PROGRESO,000080,000080,000080
03,senate,1993-06-06,000081,IU-EB,IZQUIERDA UNIDA-EZKER BATUA,000081,000081,000004
03,senate,1993-06-06,000082,PSE-EE/PSOE,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZQUERRA,000082,000082,000001
03,senate,1993-06-06,000083,IF,INDEPENDIENTES FEDERADOS DE ARAGON,000083,000083,000083
03,senate,1993-06-06,000084,CN,CULTURA NATURAL,000084,000084,000084
03,senate,1993-06-06,000085,P. RIOJANO,PARTIDO RIOJANO,000085,000085,000085
03,senate,1993-06-06,000086,UV,UNIO VALENCIANA,000086,000086,000086
03,senate,1993-06-06,000087,EU-PV,ESQUERRA UNIDA DEL PAIS VALENCIA,000087,000087,000004
03,senate,1993-06-06,000088,UPV,UNITAT DEL POBLE VALENCIA,000088,000088,000088
03,senate,1993-06-06,000089,UNI.D.A,UNION DEMOCRATICA ALICANTINA,000089,000089,000089
03,senate,1993-06-06,000090,INCE,INICIATIVA POR CEUTA,000090,000090,000090
03,senate,1993-06-06,000091,PSPC,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA,000091,000091,000091
03,senate,1993-06-06,000092,ABE,ALTERNATIVA BALEAR ESPAÑOLA,000092,000092,000092
03,senate,1993-06-06,000093,RN,REGIONALISTAS NAVARROS,000093,000093,000093
03,senate,1993-06-06,000094,EAJ-PNV,EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,000094,000094,000094
03,senate,1993-06-06,000095,PB,PARTIDO DE EL BIERZO,000095,000095,000095
03,senate,1993-06-06,000096,PIAP,PARTIDO DE INTEGRACION POR ALMERIA Y SUS PUEBLOS,000096,000096,000096
03,senate,1993-06-06,000097,UPL,UNION DEL PUEBLO LEONES,000097,000097,000097
03,senate,1993-06-06,000098,US,UNION PROGRESISTA SORIANA,000098,000098,000098
03,senate,1993-06-06,000099,APP,AGRUPACION PALENTINA POPULAR,000099,000099,000099
03,senate,1993-06-06,000100,AA,ANDECHA ASTUR,000100,000100,000100
03,senate,1993-06-06,000101,OV,OS VERDES DE GALICIA,000101,000143,000048
03,senate,1993-06-06,000102,USV,UNIDAD SOCIAL VERDE,000102,000102,000102
03,senate,1993-06-06,000103,CDS,CENTRE DEMOCRATIC I SOCIAL,000103,000003,000003
03,senate,1993-06-06,000104,IU,IZQUIERDA UNIDA DE ARAGON,000104,000104,000004
03,senate,1993-06-06,000106,IU,IZQUIERDA UNIDA DE EXTREMADURA,000106,000106,000004
03,senate,1993-06-06,000107,EVIB,ELS VERDS DE LES ILLES BALEARS,000107,000107,000048
03,senate,1993-06-06,000108,PC,PARTIDO CANTONALISTA,000108,000108,000108
03,senate,1993-06-06,000109,PCPG,PARTIDO COMUNISTA DO POBO GALEGO,000109,000109,000007
03,senate,1993-06-06,000110,PP,PARTIT POPULAR,000110,000002,000002
03,senate,1993-06-06,000111,PVPA,LOS VERDES DEL PAIS ALICANTINO,000111,000111,000111
03,senate,1993-06-06,000112,PSM-ENE,PSM-ENE NACIONALISTES DE LES ILLES BALEARS,000112,000112,000112
03,senate,1993-06-06,000113,EA-EUE,COALICION EUSKO ALKARTASUNA-EUSKAL EZKERRA,000113,000113,000113
03,senate,1993-06-06,000114,EA-EUE,EUSKO ALKARTASUNA-EUSKAL EZKERRA,000114,000113,000113
03,senate,1993-06-06,000115,NPS,COALICION POR UN NUEVO PARTIDO SOCIALISTA,000115,000115,000115
03,senate,1993-06-06,000116,IU,IZQUIERDA UNIDA,000116,000023,000004
03,senate,1993-06-06,000117,EU-UG,ESQUERDA UNIDA-UNIDADE GALEGA,000117,000117,000004
03,senate,1993-06-06,000118,UG-EU,UNIDADE GALEGA-ESQUERDA UNIDA,000118,000117,000004
03,senate,1993-06-06,000119,ARM-PAI-MAS,AGRUPACION RUIZ-MATEOS P.A.I.-M.A.S.,000119,000119,000008
03,senate,1993-06-06,000120,LV,LOS VERDES,000120,000141,000048
03,senate,1993-06-06,000121,UPN-PP,UNION DEL PUEBLO NAVARRO-PARTIDO POPULAR,000121,000121,000002
03,senate,1993-06-06,000122,PREU,PARTIDO REGIONALISTA EXTREMADURA UNIDA,000122,000122,000063
03,senate,1993-06-06,000123,EV-CEC,ELS VERDS-CONFEDERACIO ECOLOGISTA DE CATALUNYA,000123,000123,000048
03,senate,1993-06-06,000124,ARM,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA,000124,000124,000008
03,senate,1993-06-06,000125,LV,BERDEAK-LOS VERDES,000125,000125,000048
03,senate,1993-06-06,000127,LV,LOS VERDES,000127,000127,000048
03,senate,1993-06-06,000128,BERDEAK-LV,BERDEAK-LOS VERDES,000128,000128,000048
03,senate,1993-06-06,000129,S.E.,SALUD Y ECOLOGIA EN SOLIDARIDAD,000129,000129,000058
03,senate,1993-06-06,000130,IU,IZQUIERDA UNIDA,000130,000145,000004
03,senate,1993-06-06,000131,PCC,PARTIDO CANTONALISTA DE CASTELLON,000131,000108,000108
03,senate,1993-06-06,000132,IU,IZQUIERDA UNIDA DE CASTILLA LA MANCHA,000132,000004,000004
03,senate,1993-06-06,000133,LV,LOS VERDES,000133,000048,000048
03,senate,1993-06-06,000134,RUIZ-MATEOS,AGRUPACION RUIZ MATEOS,000134,000008,000008
03,senate,1993-06-06,000135,RUIZ-MATEOS,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA,000135,000135,000008
03,senate,1993-06-06,000136,RUIZ-MATEOS,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA,000136,000008,000008
03,senate,1993-06-06,000138,PST,PARTIT SOCIALISTA DELS TREBALLADORS,000138,000138,000013
03,senate,1993-06-06,000139,NPS,COALICIO PER UN NOU PARTIT SOCIALISTA,000139,000115,000115
03,senate,1993-06-06,000140,PP,PARTIDO POPULAR/PARTIT POPULAR,000140,000002,000002
03,senate,1993-06-06,000141,LV,LOS VERDES/ELS VERDS,000141,000141,000048
03,senate,1993-06-06,000142,IU,IZQUIERDA UNIDA DE CANTABRIA,000142,000142,000004
03,senate,1993-06-06,000143,VERDES,OS VERDES,000143,000143,000048
03,senate,1993-06-06,000145,IU,IZQUIERDA UNIDA DE CASTILLA Y LEON,000145,000145,000004
03,senate,1993-06-06,000148,IU,IZQUIERDA UNIDA-LA RIOJA,000148,000148,000004
03,senate,1993-06-06,000149,VG,OS VERDES DE GALICIA,000149,000143,000048
03,senate,1993-06-06,000151,IU,IZQUIERDA UNIDA DE ASTURIAS,000151,000151,000004
03,senate,1993-06-06,000152,ARM-PAI-MAS,AGRUPACION RUIZ-MATEOS P.A.I.-M.A.S.,000152,000008,000008
03,senate,1993-06-06,000153,PEC-VERDE,PARTIT ECOLOGISTA DE CATALUNYA-VERDE,000153,000061,000061
03,senate,1993-06-06,000154,RUIZ-MATEOS,AGRUPACION RUIZ-MATEOS,000154,000154,000008
03,senate,1993-06-06,000155,ADE,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA,000155,000008,000008
03,senate,1993-06-06,000156,ADE,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA,000156,000156,000008
03,senate,1993-06-06,000157,ARM,AGRUPACION RUIZ-MATEOS,000157,000008,000008
03,senate,1993-06-06,000169,PCV,PARTIDO CANTONALISTA DE VALENCIA,000169,000108,000108
03,senate,1993-06-06,000171,VERDES,LOS VERDES DE ANDALUCIA,000171,000171,000048
